Economy,Branch Path,Variable,Scenario,Year,Value,Units,notes,DO_NOT_USE,share_decreased_from
17_SGP,Demand\Passenger road\LPVs\EREV small\Electricity,Fuel Economy,Target,2022,132.8748039,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
17_SGP,Demand\Passenger road\LPVs\HEV large,Fuel Economy,Target,2022,472.1385436,MJ/100 km,"No aggregated HEV value; computed mean across HEV fuel types (Biodiesel, Biogasoline, Efuel, Gas and diesel oil, Motor gasoline) for Singapore.",,
17_SGP,Demand\Passenger road\LPVs\HEV medium,Fuel Economy,Target,2022,345.591965,MJ/100 km,"No aggregated HEV value; computed mean across HEV fuel types (Biodiesel, Biogasoline, Efuel, Gas and diesel oil, Motor gasoline) for Singapore.",,
17_SGP,Demand\Passenger road\LPVs\PHEV small\Electricity,Fuel Economy,Target,2022,133.7175425,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
19_THA,Demand\Passenger road\LPVs\EREV large\Electricity,Fuel Economy,Current Accounts,2022,282.8440445,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
19_THA,Demand\Passenger road\LPVs\EREV medium\Electricity,Fuel Economy,Current Accounts,2022,200.9146208,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
19_THA,Demand\Passenger road\LPVs\EREV small\Electricity,Fuel Economy,Current Accounts,2022,160.7316966,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
19_THA,Demand\Passenger road\LPVs\HEV large,Fuel Economy,Current Accounts,2022,378.8497572,MJ/100 km,"No aggregated HEV value; computed mean across HEV fuel types (Biodiesel, Biogasoline, Efuel, Gas and diesel oil, Motor gasoline) for Thailand.",,
19_THA,Demand\Passenger road\LPVs\HEV medium,Fuel Economy,Current Accounts,2022,348.7774589,MJ/100 km,"No aggregated HEV value; computed mean across HEV fuel types (Biodiesel, Biogasoline, Efuel, Gas and diesel oil, Motor gasoline) for Thailand.",,
19_THA,Demand\Passenger road\LPVs\PHEV small\Electricity,Fuel Economy,Current Accounts,2022,199.5192778,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
19_THA,Demand\Passenger road\LPVs\EREV large\Electricity,Fuel Economy,Target,2022,282.8440445,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
19_THA,Demand\Passenger road\LPVs\EREV medium\Electricity,Fuel Economy,Target,2022,200.9146208,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
19_THA,Demand\Passenger road\LPVs\EREV small\Electricity,Fuel Economy,Target,2022,160.7316966,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
19_THA,Demand\Passenger road\LPVs\HEV large,Fuel Economy,Target,2022,378.8497572,MJ/100 km,"No aggregated HEV value; computed mean across HEV fuel types (Biodiesel, Biogasoline, Efuel, Gas and diesel oil, Motor gasoline) for Thailand.",,
19_THA,Demand\Passenger road\LPVs\HEV medium,Fuel Economy,Target,2022,348.7774589,MJ/100 km,"No aggregated HEV value; computed mean across HEV fuel types (Biodiesel, Biogasoline, Efuel, Gas and diesel oil, Motor gasoline) for Thailand.",,
19_THA,Demand\Passenger road\LPVs\PHEV small\Electricity,Fuel Economy,Target,2022,199.5192778,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
20_USA,Demand\Passenger road\LPVs\EREV large\Electricity,Fuel Economy,Current Accounts,2022,304.6515107,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
20_USA,Demand\Passenger road\LPVs\EREV medium\Electricity,Fuel Economy,Current Accounts,2022,219.0761469,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
20_USA,Demand\Passenger road\LPVs\EREV small\Electricity,Fuel Economy,Current Accounts,2022,179.1912564,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
20_USA,Demand\Passenger road\LPVs\HEV large,Fuel Economy,Current Accounts,2022,737.4324233,MJ/100 km,"No aggregated HEV value; computed mean across HEV fuel types (Biodiesel, Biogasoline, Efuel, Gas and diesel oil, Motor gasoline) for United States of America.",,
20_USA,Demand\Passenger road\LPVs\HEV medium,Fuel Economy,Current Accounts,2022,509.4253468,MJ/100 km,"No aggregated HEV value; computed mean across HEV fuel types (Biodiesel, Biogasoline, Efuel, Gas and diesel oil, Motor gasoline) for United States of America.",,
20_USA,Demand\Passenger road\LPVs\PHEV small\Electricity,Fuel Economy,Current Accounts,2022,205.0055507,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
20_USA,Demand\Passenger road\LPVs\EREV large\Electricity,Fuel Economy,Target,2022,304.6515107,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
20_USA,Demand\Passenger road\LPVs\EREV medium\Electricity,Fuel Economy,Target,2022,219.0761469,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
20_USA,Demand\Passenger road\LPVs\EREV small\Electricity,Fuel Economy,Target,2022,179.1912564,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
20_USA,Demand\Passenger road\LPVs\HEV large,Fuel Economy,Target,2022,737.4324233,MJ/100 km,"No aggregated HEV value; computed mean across HEV fuel types (Biodiesel, Biogasoline, Efuel, Gas and diesel oil, Motor gasoline) for United States of America.",,
20_USA,Demand\Passenger road\LPVs\HEV medium,Fuel Economy,Target,2022,509.4253468,MJ/100 km,"No aggregated HEV value; computed mean across HEV fuel types (Biodiesel, Biogasoline, Efuel, Gas and diesel oil, Motor gasoline) for United States of America.",,
20_USA,Demand\Passenger road\LPVs\PHEV small\Electricity,Fuel Economy,Target,2022,205.0055507,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
21_VN,Demand\Passenger road\LPVs\EREV large\Electricity,Fuel Economy,Current Accounts,2022,272.66423,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
21_VN,Demand\Passenger road\LPVs\EREV medium\Electricity,Fuel Economy,Current Accounts,2022,196.6018886,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
21_VN,Demand\Passenger road\LPVs\EREV small\Electricity,Fuel Economy,Current Accounts,2022,157.503674,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
21_VN,Demand\Passenger road\LPVs\HEV large,Fuel Economy,Current Accounts,2022,472.9992353,MJ/100 km,"No aggregated HEV value; computed mean across HEV fuel types (Biodiesel, Biogasoline, Efuel, Gas and diesel oil, Motor gasoline) for Viet Nam.",,
21_VN,Demand\Passenger road\LPVs\HEV medium,Fuel Economy,Current Accounts,2022,326.2373023,MJ/100 km,"No aggregated HEV value; computed mean across HEV fuel types (Biodiesel, Biogasoline, Efuel, Gas and diesel oil, Motor gasoline) for Viet Nam.",,
21_VN,Demand\Passenger road\LPVs\PHEV small\Electricity,Fuel Economy,Current Accounts,2022,183.8698909,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
21_VN,Demand\Passenger road\LPVs\EREV large\Electricity,Fuel Economy,Target,2022,272.66423,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
21_VN,Demand\Passenger road\LPVs\EREV medium\Electricity,Fuel Economy,Target,2022,196.6018886,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
21_VN,Demand\Passenger road\LPVs\EREV small\Electricity,Fuel Economy,Target,2022,157.503674,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
21_VN,Demand\Passenger road\LPVs\HEV large,Fuel Economy,Target,2022,472.9992353,MJ/100 km,"No aggregated HEV value; computed mean across HEV fuel types (Biodiesel, Biogasoline, Efuel, Gas and diesel oil, Motor gasoline) for Viet Nam.",,
21_VN,Demand\Passenger road\LPVs\HEV medium,Fuel Economy,Target,2022,326.2373023,MJ/100 km,"No aggregated HEV value; computed mean across HEV fuel types (Biodiesel, Biogasoline, Efuel, Gas and diesel oil, Motor gasoline) for Viet Nam.",,
21_VN,Demand\Passenger road\LPVs\PHEV small\Electricity,Fuel Economy,Target,2022,183.8698909,MJ/100 km,Used existing 2022 value from existing dataset for this technology/fuel.,,
01_AUS,Demand\Freight road\Trucks\EREV heavy\Efuel,Mileage,Current Accounts,2022,31.47827,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
01_AUS,Demand\Freight road\Trucks\EREV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
01_AUS,Demand\Freight road\Trucks\EREV medium\Efuel,Mileage,Current Accounts,2022,26.578167,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
01_AUS,Demand\Freight road\Trucks\EREV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
01_AUS,Demand\Freight road\Trucks\PHEV heavy\Efuel,Mileage,Current Accounts,2022,31.47827,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
01_AUS,Demand\Freight road\Trucks\PHEV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
01_AUS,Demand\Freight road\Trucks\PHEV medium\Efuel,Mileage,Current Accounts,2022,26.578167,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
01_AUS,Demand\Freight road\Trucks\PHEV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
01_AUS,Demand\Passenger road\Buses\PHEV\Efuel,Mileage,Current Accounts,2022,29.600177,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
01_AUS,Demand\Passenger road\Buses\PHEV\Efuel,Fuel Economy,Current Accounts,2022,1431.429051,MJ/100 km,Derived: median Fuel Economy for Buses ICE Efuel (proxy from ICE) across 20 economy/economies.,,
02_BD,Demand\Freight road\Trucks\EREV heavy\Biodiesel,Mileage,Current Accounts,2022,49.614955,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
02_BD,Demand\Freight road\Trucks\EREV heavy\Biodiesel,Fuel Economy,Current Accounts,2022,2034.448766,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biodiesel (proxy from ICE heavy) across 20 economy/economies.,,
02_BD,Demand\Freight road\Trucks\EREV heavy\Biogasoline,Mileage,Current Accounts,2022,49.614955,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
02_BD,Demand\Freight road\Trucks\EREV heavy\Biogasoline,Fuel Economy,Current Accounts,2022,1791.818315,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biogasoline (proxy from ICE heavy) across 21 economy/economies.,,
02_BD,Demand\Freight road\Trucks\EREV heavy\Efuel,Mileage,Current Accounts,2022,49.614955,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
02_BD,Demand\Freight road\Trucks\EREV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
02_BD,Demand\Freight road\Trucks\EREV heavy\Electricity,Mileage,Current Accounts,2022,34.999697,Kilometer,Derived: median Mileage for Trucks BEV heavy (proxy from BEV heavy) in same economy across 1 fuel(s).,,
02_BD,Demand\Freight road\Trucks\EREV heavy\Electricity,Fuel Economy,Current Accounts,2022,690.214671,MJ/100 km,Derived: median Fuel Economy for Trucks BEV heavy Electricity (proxy from BEV heavy) across 14 economy/economies.,,
02_BD,Demand\Freight road\Trucks\EREV medium\Biodiesel,Mileage,Current Accounts,2022,29.999816,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
02_BD,Demand\Freight road\Trucks\EREV medium\Biodiesel,Fuel Economy,Current Accounts,2022,1702.336612,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biodiesel (proxy from ICE medium) across 20 economy/economies.,,
02_BD,Demand\Freight road\Trucks\EREV medium\Biogasoline,Mileage,Current Accounts,2022,29.999816,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
02_BD,Demand\Freight road\Trucks\EREV medium\Biogasoline,Fuel Economy,Current Accounts,2022,1637.486575,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biogasoline (proxy from ICE medium) across 21 economy/economies.,,
02_BD,Demand\Freight road\Trucks\EREV medium\Efuel,Mileage,Current Accounts,2022,29.999816,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
02_BD,Demand\Freight road\Trucks\EREV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
02_BD,Demand\Freight road\Trucks\EREV medium\Electricity,Mileage,Current Accounts,2022,29.999816,Kilometer,Derived: median Mileage for Trucks BEV medium (proxy from BEV medium) in same economy across 1 fuel(s).,,
02_BD,Demand\Freight road\Trucks\EREV medium\Electricity,Fuel Economy,Current Accounts,2022,574.331505,MJ/100 km,Derived: median Fuel Economy for Trucks BEV medium Electricity (proxy from BEV medium) across 14 economy/economies.,,
02_BD,Demand\Freight road\Trucks\PHEV heavy\Biodiesel,Mileage,Current Accounts,2022,49.614955,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
02_BD,Demand\Freight road\Trucks\PHEV heavy\Biodiesel,Fuel Economy,Current Accounts,2022,2034.448766,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biodiesel (proxy from ICE heavy) across 20 economy/economies.,,
02_BD,Demand\Freight road\Trucks\PHEV heavy\Biogasoline,Mileage,Current Accounts,2022,49.614955,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
02_BD,Demand\Freight road\Trucks\PHEV heavy\Biogasoline,Fuel Economy,Current Accounts,2022,1791.818315,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biogasoline (proxy from ICE heavy) across 21 economy/economies.,,
02_BD,Demand\Freight road\Trucks\PHEV heavy\Efuel,Mileage,Current Accounts,2022,49.614955,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
02_BD,Demand\Freight road\Trucks\PHEV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
02_BD,Demand\Freight road\Trucks\PHEV heavy\Electricity,Mileage,Current Accounts,2022,34.999697,Kilometer,Derived: median Mileage for Trucks BEV heavy (proxy from BEV heavy) in same economy across 1 fuel(s).,,
02_BD,Demand\Freight road\Trucks\PHEV heavy\Electricity,Fuel Economy,Current Accounts,2022,690.214671,MJ/100 km,Derived: median Fuel Economy for Trucks BEV heavy Electricity (proxy from BEV heavy) across 14 economy/economies.,,
02_BD,Demand\Freight road\Trucks\PHEV medium\Biodiesel,Mileage,Current Accounts,2022,29.999816,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
02_BD,Demand\Freight road\Trucks\PHEV medium\Biodiesel,Fuel Economy,Current Accounts,2022,1702.336612,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biodiesel (proxy from ICE medium) across 20 economy/economies.,,
02_BD,Demand\Freight road\Trucks\PHEV medium\Biogasoline,Mileage,Current Accounts,2022,29.999816,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
02_BD,Demand\Freight road\Trucks\PHEV medium\Biogasoline,Fuel Economy,Current Accounts,2022,1637.486575,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biogasoline (proxy from ICE medium) across 21 economy/economies.,,
02_BD,Demand\Freight road\Trucks\PHEV medium\Efuel,Mileage,Current Accounts,2022,29.999816,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
02_BD,Demand\Freight road\Trucks\PHEV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
02_BD,Demand\Freight road\Trucks\PHEV medium\Electricity,Mileage,Current Accounts,2022,29.999816,Kilometer,Derived: median Mileage for Trucks BEV medium (proxy from BEV medium) in same economy across 1 fuel(s).,,
02_BD,Demand\Freight road\Trucks\PHEV medium\Electricity,Fuel Economy,Current Accounts,2022,574.331505,MJ/100 km,Derived: median Fuel Economy for Trucks BEV medium Electricity (proxy from BEV medium) across 14 economy/economies.,,
02_BD,Demand\Passenger road\Buses\PHEV\Biodiesel,Mileage,Current Accounts,2022,36.17987,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
02_BD,Demand\Passenger road\Buses\PHEV\Biodiesel,Fuel Economy,Current Accounts,2022,1440.816244,MJ/100 km,Derived: median Fuel Economy for Buses ICE Biodiesel (proxy from ICE) across 20 economy/economies.,,
02_BD,Demand\Passenger road\Buses\PHEV\Biogasoline,Mileage,Current Accounts,2022,36.17987,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
02_BD,Demand\Passenger road\Buses\PHEV\Biogasoline,Fuel Economy,Current Accounts,2022,1451.148599,MJ/100 km,Derived: median Fuel Economy for Buses ICE Biogasoline (proxy from ICE) across 21 economy/economies.,,
02_BD,Demand\Passenger road\Buses\PHEV\Efuel,Mileage,Current Accounts,2022,36.17987,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
02_BD,Demand\Passenger road\Buses\PHEV\Efuel,Fuel Economy,Current Accounts,2022,1431.429051,MJ/100 km,Derived: median Fuel Economy for Buses ICE Efuel (proxy from ICE) across 20 economy/economies.,,
02_BD,Demand\Passenger road\Buses\PHEV\Electricity,Mileage,Current Accounts,2022,36.17987,Kilometer,Derived: median Mileage for Buses BEV (proxy from BEV) in same economy across 1 fuel(s).,,
02_BD,Demand\Passenger road\Buses\PHEV\Electricity,Fuel Economy,Current Accounts,2022,489.442152,MJ/100 km,Derived: median Fuel Economy for Buses BEV Electricity (proxy from BEV) across 14 economy/economies.,,
03_CDA,Demand\Freight road\Trucks\EREV heavy\Efuel,Mileage,Current Accounts,2022,33.361838,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
03_CDA,Demand\Freight road\Trucks\EREV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
03_CDA,Demand\Freight road\Trucks\EREV medium\Efuel,Mileage,Current Accounts,2022,28.394781,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
03_CDA,Demand\Freight road\Trucks\EREV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
03_CDA,Demand\Freight road\Trucks\PHEV heavy\Efuel,Mileage,Current Accounts,2022,33.361838,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
03_CDA,Demand\Freight road\Trucks\PHEV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
03_CDA,Demand\Freight road\Trucks\PHEV medium\Efuel,Mileage,Current Accounts,2022,28.394781,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
03_CDA,Demand\Freight road\Trucks\PHEV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
03_CDA,Demand\Passenger road\Buses\PHEV\Efuel,Mileage,Current Accounts,2022,33.115069,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
03_CDA,Demand\Passenger road\Buses\PHEV\Efuel,Fuel Economy,Current Accounts,2022,1431.429051,MJ/100 km,Derived: median Fuel Economy for Buses ICE Efuel (proxy from ICE) across 20 economy/economies.,,
04_CHL,Demand\Freight road\Trucks\EREV heavy\Biodiesel,Mileage,Current Accounts,2022,34.997698,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
04_CHL,Demand\Freight road\Trucks\EREV heavy\Biodiesel,Fuel Economy,Current Accounts,2022,2034.448766,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biodiesel (proxy from ICE heavy) across 20 economy/economies.,,
04_CHL,Demand\Freight road\Trucks\EREV heavy\Biogasoline,Mileage,Current Accounts,2022,34.997698,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
04_CHL,Demand\Freight road\Trucks\EREV heavy\Biogasoline,Fuel Economy,Current Accounts,2022,1791.818315,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biogasoline (proxy from ICE heavy) across 21 economy/economies.,,
04_CHL,Demand\Freight road\Trucks\EREV heavy\Efuel,Mileage,Current Accounts,2022,34.997698,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
04_CHL,Demand\Freight road\Trucks\EREV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
04_CHL,Demand\Freight road\Trucks\EREV medium\Biodiesel,Mileage,Current Accounts,2022,29.997761,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
04_CHL,Demand\Freight road\Trucks\EREV medium\Biodiesel,Fuel Economy,Current Accounts,2022,1702.336612,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biodiesel (proxy from ICE medium) across 20 economy/economies.,,
04_CHL,Demand\Freight road\Trucks\EREV medium\Biogasoline,Mileage,Current Accounts,2022,29.997761,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
04_CHL,Demand\Freight road\Trucks\EREV medium\Biogasoline,Fuel Economy,Current Accounts,2022,1637.486575,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biogasoline (proxy from ICE medium) across 21 economy/economies.,,
04_CHL,Demand\Freight road\Trucks\EREV medium\Efuel,Mileage,Current Accounts,2022,29.997761,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
04_CHL,Demand\Freight road\Trucks\EREV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
04_CHL,Demand\Freight road\Trucks\PHEV heavy\Biodiesel,Mileage,Current Accounts,2022,34.997698,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
04_CHL,Demand\Freight road\Trucks\PHEV heavy\Biodiesel,Fuel Economy,Current Accounts,2022,2034.448766,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biodiesel (proxy from ICE heavy) across 20 economy/economies.,,
04_CHL,Demand\Freight road\Trucks\PHEV heavy\Biogasoline,Mileage,Current Accounts,2022,34.997698,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
04_CHL,Demand\Freight road\Trucks\PHEV heavy\Biogasoline,Fuel Economy,Current Accounts,2022,1791.818315,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Biogasoline (proxy from ICE heavy) across 21 economy/economies.,,
04_CHL,Demand\Freight road\Trucks\PHEV heavy\Efuel,Mileage,Current Accounts,2022,34.997698,Kilometer,Derived: median Mileage for Trucks ICE heavy (proxy from ICE heavy) in same economy across 9 fuel(s).,,
04_CHL,Demand\Freight road\Trucks\PHEV heavy\Efuel,Fuel Economy,Current Accounts,2022,2022.157631,MJ/100 km,Derived: median Fuel Economy for Trucks ICE heavy Efuel (proxy from ICE heavy) across 20 economy/economies.,,
04_CHL,Demand\Freight road\Trucks\PHEV medium\Biodiesel,Mileage,Current Accounts,2022,29.997761,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
04_CHL,Demand\Freight road\Trucks\PHEV medium\Biodiesel,Fuel Economy,Current Accounts,2022,1702.336612,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biodiesel (proxy from ICE medium) across 20 economy/economies.,,
04_CHL,Demand\Freight road\Trucks\PHEV medium\Biogasoline,Mileage,Current Accounts,2022,29.997761,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
04_CHL,Demand\Freight road\Trucks\PHEV medium\Biogasoline,Fuel Economy,Current Accounts,2022,1637.486575,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Biogasoline (proxy from ICE medium) across 21 economy/economies.,,
04_CHL,Demand\Freight road\Trucks\PHEV medium\Efuel,Mileage,Current Accounts,2022,29.997761,Kilometer,Derived: median Mileage for Trucks ICE medium (proxy from ICE medium) in same economy across 9 fuel(s).,,
04_CHL,Demand\Freight road\Trucks\PHEV medium\Efuel,Fuel Economy,Current Accounts,2022,1684.660097,MJ/100 km,Derived: median Fuel Economy for Trucks ICE medium Efuel (proxy from ICE medium) across 20 economy/economies.,,
04_CHL,Demand\Passenger road\Buses\PHEV\Biodiesel,Mileage,Current Accounts,2022,32.402142,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
04_CHL,Demand\Passenger road\Buses\PHEV\Biodiesel,Fuel Economy,Current Accounts,2022,1440.816244,MJ/100 km,Derived: median Fuel Economy for Buses ICE Biodiesel (proxy from ICE) across 20 economy/economies.,,
04_CHL,Demand\Passenger road\Buses\PHEV\Biogasoline,Mileage,Current Accounts,2022,32.402142,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
04_CHL,Demand\Passenger road\Buses\PHEV\Biogasoline,Fuel Economy,Current Accounts,2022,1451.148599,MJ/100 km,Derived: median Fuel Economy for Buses ICE Biogasoline (proxy from ICE) across 21 economy/economies.,,
04_CHL,Demand\Passenger road\Buses\PHEV\Efuel,Mileage,Current Accounts,2022,32.402142,Kilometer,Derived: median Mileage for Buses ICE (proxy from ICE) in same economy across 8 fuel(s).,,
04_CHL,Demand\Passenger road\Buses\PHEV\Efuel,Fuel Economy,Current Accounts,2022,1431.429051,MJ/100 km,Derived: median Fuel Economy for Buses ICE Efuel (proxy from ICE) across 20 economy/economies.,,
